match_keyword,standard_product_name,brand,product_group,main_ingredient,category_major,category_middle,category_sub,classification_source,classification_score,manual_lock,review_status,enabled,admin_action,admin_updated_at,note
○ 홍삼진고 데일리스틱,,,,,,,,,,,확인필요,N,,,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
홍삼진고데일리스틱 10박스 +쇼핑백10장,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
홍삼진고데일리스틱 11박스 +쇼핑백11장,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
홍석천의 프리미엄 블랙타이거새우 310gx5팩,,,,,,,,pending,,N,확인필요,N,,,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
화과방송편1,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
●황성주 박사의 1일1생식 라이프밀 6박스+2박스+흔들컵2개● | 원산지 : 상품정보 참조,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
황성주 박사의 라이프 밀 4박스&흔들컵1,,,,,,,,pending,,N,확인필요,N,,,2026-09-01 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
황성주 박사의 라이프 밀 6+2박스+10포+흔들컵2,,,,,,,,pending,,N,확인필요,N,,,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
황성주 박사의 라이프밀 8박스+영양식 3박스+흔들컵2,,,,,,,,,,,확인필요,N,,,2026-08-22 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
황성주 생식 라이프 밀 4박스+쉐이커1,,,,,,,,pending,,N,확인필요,N,,,2026-09-04 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
★흥Good 든든한 3N5 간편종합보험★,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
1일 1레몬 유기농 레몬즙,1일 1레몬 유기농 레몬즙,,과채주스,레몬,,,,,,,확정,Y,,,반복 3회 / 제목형태 1종 / 신뢰도 높음
2026 영양 빛깔찬 햇고춧가루 2kg | 원산지 : 상품정보 참조,2026 영양 빛깔찬 햇고춧가루 2kg | 원산지 : 상품정보 참조,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 대시보드에서 확정/병합/제외 필요
2026년 햇 경북산 청결 고춧가루 청양 고춧가루,2026년 햇 경북산 청결 고춧가루 청양 고춧가루,,조미식품,고추,,,,,,,확정,Y,,,반복 2회 / 제목형태 1종 / 신뢰도 보통
통살닭다리구이 소금10팩 + 매콤양념10팩,BBQ 통살닭다리구이,BBQ,양념육,닭고기,일반식품,식육가공품 및 포장육,양념육,,,Y,confirmed,Y,update_product,2026-08-31T16:24:00+09:00,
1. 수정픽 최다구성 GNC 비피도 핏 다이어트 유산균 8+2박스,GNC 비피도 핏 다이어트,GNC,Bifidobacterium breve B-3 프로바이오틱스(제2023-2호),Bifidobacterium breve B-3 프로바이오틱스(제2023-2호),건강식품,개별인정형원료,Bifidobacterium breve B-3 프로바이오틱스(제2023-2호),manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T17:33:03+09:00,
HLB제약 어진 맥문동 진액,HLB제약 어진 맥문동 진액,HLB제약,액상차,맥문동,,,,,,,confirmed,Y,update_product,2026-08-24T16:54:57+09:00,반복 3회 / 제목형태 2종 / 신뢰도 높음
[단 한번] hy 한국야쿠르트 바이오리브 면역유산균 10개월,hy한국야쿠르트 바이오리브 면역 유산균,hy한국야쿠르트,HY7017프로바이오틱스,HY7017프로바이오틱스,건강식품,개별인정형원료,HY7017 프로바이오틱스,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T16:43:36+09:00,
"TROO 동결건조 블루베리 25팩 + 방송에서만 2팩 더, 총 27팩(팩당 15g, 원과 투입중량 약 115g)",TROO 동결건조 블루베리,트루나스,과채가공품,블루베리,,,,,,,confirmed,Y,create_new,2026-08-25T11:23:53+09:00,
V27 영구저장 테스트 상품,V27 영구저장 테스트 상품,TEST,테스트,테스트,,,,,,,confirmed,Y,create_new,2026-08-24T14:44:58+09:00,
[GS단독] 가시제거연구소 고등어밥상 노르웨이 순살고등어 550g 3봉,가시제거연구소 고등어밥상 냉동고등어필렛,고등어밥상,기타수산물가공품,고등어,일반식품,수산가공식품류,기타수산물가공품,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T16:51:58+09:00,
햇 가족 의성眞 황도복숭아(말랑이) 4kg,가족 의성 眞 햇 복숭아 황도,가족,복숭아,복숭아,신선식품,농산물,복숭아,,,Y,confirmed,Y,update_product,2026-08-31T15:31:36+09:00,
대하1,간월도어리굴젓 국내산 손질 대하,간월도어리굴젓,대하,대하,신선식품,수산물,대하,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T17:04:24+09:00,
강병원 한우투뿔 스테이크 130gx10팩,강병원한우투뿔스테이크,강병원,양념육,소고기,,,,,,,confirmed,Y,create_new,2026-08-25T17:29:39+09:00,
강봉석명인 콩범벅깨범벅,강봉석명인 콩범벅깨범벅,강봉석,과자,강정,,,,,,,confirmed,Y,update_product,2026-08-25T16:19:03+09:00,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
강화섬쌀 나들미 (특등급) 20kg*1포,강화군농협쌀조합 강화섬쌀 나들미,강화섬쌀,쌀,쌀,신선식품,농산물,쌀,,,Y,confirmed,Y,update_product,2026-09-01T09:54:29+09:00,
쌀,강화군농협쌀조합 강화섬쌀 나들미,강화섬쌀,쌀,쌀,신선식품,농산물,쌀,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T09:57:38+09:00,
26년 햇 괴산대학 찰옥수수 30개(특등급),개미네농가 괴산대학찰옥수수,개미네농가,옥수수,옥수수,신선식품,농산물,옥수수,,,Y,confirmed,Y,update_product,2026-08-31T18:02:10+09:00,
꽃게장,경양수산 국내산 알배기 간장게장,경양수산,절임식품,꽃게,,,,,,,confirmed,Y,link_existing,2026-08-24T16:38:27+09:00,
국내산갑오징어,경양수산 손질갑오징어,경양수산,기타수산물가공품,오징어,,,,,,,confirmed,Y,create_new,2026-08-25T14:09:34+09:00,
구룡수산손질통오징어 260g×6팩,경양수산 손질통오징어,경양수산,수산물,오징어,,,,,,,confirmed,Y,create_new,2026-08-25T16:21:09+09:00,
손질통오징어 130g × 20미,경양수산 손질통오징어,경양수산,수산물,오징어,,,,,,,confirmed,Y,link_existing,2026-08-25T16:35:01+09:00,
경희보감침향달임액,경희보감침향달임액,경희보감,액상차,침향,,,,,,,confirmed,Y,update_product,2026-08-24T17:08:56+09:00,
[고려은단] ○[6개월]고려은단 안심뇨 2박스(700㎎ x 60정 x 6통),고려은단 안심뇨,고려은단,호박씨추출물등복합물,호박씨추출물등복합물,건강식품,개별인정형원료,호박씨추출물등복합물,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T16:31:47+09:00,
고창 복분자 발효농축분말 스푼5개,고창 복분자 발효농축분말 스푼5개,,과채가공/분말,복분자,,,,,,,확정,Y,,,반복 2회 / 제목형태 1종 / 신뢰도 보통
고춧가루4,고춧가루4,,조미식품,고추,,,,,,,확인필요,N,,,"구체 제품 확인 필요 · 기존 제품이면 기존 표준상품에 연결, 신규면 정확한 신규 제품명으로 확정"
고피자 그랩 18종 (불고기 5봉+허니치즈 5봉+체다페퍼로니4봉+포테이토앤베이컨 4봉),고피자 그랩,고피자,빵류,피자,일반식품,"과자류, 빵류 또는 떡류",빵류,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T17:34:59+09:00,
"숙성 귀리쌀,숙성현미세트",광복 숙성 귀리쌀,광복,곡류,귀리,,,,,,,confirmed,Y,create_new,2026-08-25T14:37:38+09:00,
국내산 직화구이 무뼈닭발,국내산 직화구이 무뼈닭발,,육류/간편식,닭,,,,,,,확정,Y,,,반복 2회 / 제목형태 1종 / 신뢰도 보통
군산 황금 박대 총 20미,군산 황금 박대 총 20미,,,,,,,,,,확인필요,N,,,2026-08-21 신규 자동등록 · 대시보드에서 확정/병합/제외 필요
굴비1,굴비1,,수산물,굴비,,,,,,,확인필요,N,,,어떤 굴비 상품인지 확인 필요 · 기존 제품 연결 또는 신규 제품명 확정
궁키친 이상민 시그니처 갈비살 8팩 + 마늘듬뿍 갈비소스 1병,궁키친 이상민 시그니처 갈비살 8팩 + 마늘듬뿍 갈비소스 1병,,,,,,,,,,확인필요,N,,,2026-08-21 신규 자동등록 · 대시보드에서 확정/병합/제외 필요
[방송중 반값세일/12개월] 골드 카무트 효소 12박스 + 파로 5봉 + 저당밥솥,그레인온 골드 카무트 브랜드밀효소,그레인온,효소식품,카무트,,,,,,,confirmed,Y,link_existing,2026-08-25T15:40:35+09:00,
[50％세일] 골드 카무트 효소 12박스 +  파로누룽지 1박스(10봉) + 복부마사지기,그레인온 골드 카무트 브랜드밀효소,그레인온,효소식품,카무트,,,,,,,confirmed,Y,link_existing,2026-08-25T13:15:23+09:00,
[50%Sale] 골드카무트 효소 30포 X 10박스 + 파로3봉 + 복부마사지기,그레인온 골드 카무트 브랜드밀효소,그레인온,효소식품,카무트,,,,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T10:46:00+09:00,
골드카무트효소,그레인온 골드 카무트 브랜드밀효소,그레인온,효소식품,카무트,,,,,,,confirmed,Y,update_product,2026-08-24T16:34:30+09:00,
[상시] 그레인온 골드 카무트 효소 14박스+파로 5봉,그레인온 골드 카무트 브랜드밀효소,그레인온,효소식품,카무트,,,,,,,confirmed,Y,link_existing,2026-08-25T10:52:24+09:00,
[50％세일] 골드 파로효소 캡슐레이션 12박스 + 무선텀블러믹서기,그레인온 골드 파로효소 캡슐레이션,그레인온,효소식품,파로,,,,,,,confirmed,Y,link_existing,2026-08-25T13:31:42+09:00,
[50%세일][그레인온]골드 파로효소 캡슐레이션 12박스+텀블러 믹서기,그레인온 골드 파로효소 캡슐레이션,그레인온,효소식품,파로,,,,,,,confirmed,Y,link_existing,2026-08-25T13:23:42+09:00,
골드 파로효소 캡슐레이션 무선 텀블러 블렌더,그레인온 골드 파로효소 캡슐레이션,그레인온,효소식품,파로,,,,,,,confirmed,Y,create_new,2026-08-24T16:58:13+09:00,
골드 파로효소 캡슐레이션 텀블러믹서기,그레인온 골드 파로효소 캡슐레이션,그레인온,효소식품,파로,,,,,,,confirmed,Y,link_existing,2026-08-24T16:59:57+09:00,
골드파로효소,그레인온 골드 파로효소 캡슐레이션,그레인온,효소식품,파로,,,,,,,confirmed,Y,update_product,2026-08-24T17:03:38+09:00,표준명 통합: 골드 파로효소 | 반복 2회 / 제목형태 1종 / 신뢰도 보통
[상시] 그레인온 파로 캡슐레이션 효소 12박스,그레인온 골드 파로효소 캡슐레이션,그레인온,효소식품,파로,,,,,,,confirmed,Y,link_existing,2026-08-25T15:32:47+09:00,
[grainon] ★방송에서만 반값세일+텀블러 믹서기★ 골드 파로효소 캡슐레이션 12박스+무선 텀블러 믹서기,그레인온 골드 파로효소 캡슐레이션,그레인온,효소식품,파로,,,,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T10:57:08+09:00,
[카사베르디] ★유리네 특별구성★ 발사믹 1병 더! 카사베르디 유기농 레드와인 비니거 6병+2병+발사믹 1병+전용 용기+세퍼 무선 텀블러 믹서기,그레인온 카사베르디 유기농 레드와인 비니거,카사베르디,발효식초,레드와인비니거,,,,,,,confirmed,Y,create_new,2026-08-25T15:48:39+09:00,
[산지직송] 기삼전복 왕특대사이즈 15미(미당 100g 이상) 총 1.5kg이상,기삼전복 기삼활전복,기삼전복,전복,전복,신선식품,수산물,전복,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T17:23:20+09:00,
김소형원방 온감환 다이어트,김소형원방 온감 환 다이어트,김소형원방,차전자피식이섬유,"차전자피식이섬유, 가르시니아",건강식품,고시형원료,차전자피식이섬유,,,Y,confirmed,Y,update_product,2026-09-01T09:09:55+09:00,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
★방송에서만 반값세일★ 김소형원방 온감환 다이어트,김소형원방 온감 환 다이어트,김소형원방,차전자피식이섬유,"차전자피식이섬유, 가르시니아",건강식품,고시형원료,차전자피식이섬유,,,Y,confirmed,Y,update_product,2026-09-01T09:09:55+09:00,
김오곤 원장의 한방 다이어트 환,김오곤 원장의 한방 다이어트 환,김오곤,차전자피식이섬유,"차전자피식이섬유, 가르시니아",건강식품,고시형원료,차전자피식이섬유,,,Y,confirmed,Y,update_product,2026-08-31T15:22:40+09:00,반복 2회 / 제목형태 1종 / 신뢰도 보통
김오곤 원장의 한방(Onepunch) 다이어트환 4+1박스(총10주분),김오곤 원장의 한방 다이어트 환,김오곤,차전자피식이섬유,"차전자피식이섬유, 가르시니아",건강식품,고시형원료,차전자피식이섬유,,,Y,confirmed,Y,update_product,2026-08-31T15:22:40+09:00,
반값세일 김오곤 원장의 한방 다이어트 환,김오곤 원장의 한방 다이어트 환,김오곤,차전자피식이섬유,"차전자피식이섬유, 가르시니아",건강식품,고시형원료,차전자피식이섬유,,,Y,confirmed,Y,update_product,2026-08-31T15:22:40+09:00,표준명 통합: 김오곤 원장의 한방 다이어트 환 | 반복 2회 / 제목형태 2종 / 신뢰도 보통
[김하진의 궁중 수랏간!] 김하진의 궁중 표고버섯 찜갈비 500g × 6팩,김하진 궁중 표고버섯 찜갈비,김하진,식육추출가공품,갈비,,,,,,,confirmed,Y,create_new,2026-08-25T11:39:40+09:00,
김하진 제주 특대은갈치 20토막,김하진 오늘바다 제주은갈치,김하진,기타수산물가공품,갈치,,,,,,,confirmed,Y,update_product,2026-08-24T16:36:03+09:00,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
아보카도꿀,김하진의 아보카도꿀,김하진,벌꿀,꿀,,,,,,,confirmed,Y,create_new,2026-08-25T18:08:52+09:00,
린찐 삼선 누룽지탕 8팩 + 강황누룽지 8팩 (총 16팩 구성),"김학개, 임미숙의 린찐 삼선 누룽지탕",김학래,곡류가공,누룽지탕,일반식품,농산가공식품류,곡류가공품,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T17:31:25+09:00,
수박당근쥬스1,나미에프앤비 NFC 리얼 100% 수박,나미에프앤비,과채가공품,수박,,,,,,,confirmed,Y,create_new,2026-08-25T17:40:14+09:00,
한식단_NFC주스,나미에프앤비 NFC 리얼 100% 수박,나미에프앤비,과채가공품,수박,,,,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T16:41:45+09:00,
"[가공수산 1등, 재구매율 1등]남가네 설악 추어탕 450g×12팩",남가네 설악추어탕,남가네,즉석조리식품,추어탕,,,,,,,confirmed,Y,create_new,2026-08-25T13:57:07+09:00,
못난이사과,내입에 못난이사과,내입에,사과,사과,신선식품,농산물,사과,,,Y,confirmed,Y,update_product,2026-08-31T15:23:51+09:00,
사과1,내입에 못난이사과,내입에,사과,사과,신선식품,농산물,사과,,,Y,confirmed,Y,update_product,2026-08-31T15:23:51+09:00,
알뜰 못난이 보조개 초록사과,내입에 알뜰 못난이 보조개 초록사과,내입에,사과,사과,신선식품,농산물,사과,,,Y,confirmed,Y,update_product,2026-09-01T09:01:49+09:00,
넛츠데이_견과세트,넛츠데이 넛츠패밀리,넛츠데이,땅콩또는견과류가공품,견과류,,,,,,,confirmed,Y,create_new,2026-08-25T16:23:47+09:00,
녹우원 소모둠 맑은탕 600g x 10팩,녹우원 소모둠맑은탕,녹우원,식육추출가공품,소고기,일반식품,식육가공품 및 포장육,,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T15:08:25+09:00,
녹우원 등심 파불고기 300g x 10팩,녹우원의 등심 파불고기,녹우원,양념육,불고기,,,,,,,confirmed,Y,create_new,2026-08-25T14:00:07+09:00,
★농협 라이블리 한우 특 꼬리곰탕 800g*8팩★,농협라이블리 한우 특 꼬리곰탕,농협라이블리,식육추출가공품,곰탕,일반식품,식육가공품 및 포장육,식육추출가공품,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T16:39:09+09:00,
[100% 국내산 천연 햇 벌꿀]농협안심특화꿀 아까시꽃꿀 5병,농협안심 벌꿀 아까시꽃꿀,농협안심,벌꿀,꿀,일반식품,벌꿀 및 화분가공품,벌꿀,,,Y,confirmed,Y,update_product,2026-09-01T10:08:09+09:00,
[황쇼패키지] 농협안심한우 1++ 한우 프리미엄 세트 1kg (꽃갈비살 +등심 +채끝 +업진안살 +불고기),농협안심한우  1++등급 정육,농협안심한우,한우,쇠고기,신선식품,축산물,한우,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T10:40:03+09:00,
[방송에서만 6박스 더]뉴밋 유기농 블루베리퓨레 14박스,뉴밋 유기농 블루베리 100,뉴밋,과채주스,블루베리,,,,,,,confirmed,Y,create_new,2026-08-25T17:24:25+09:00,
뉴밋 유기농 엑스트라버진 올리브오일 피쿠알,뉴밋 유기농 엑스트라버진 올리브오일,뉴밋,오일,올리브,,,,,,,확정,Y,,,표준명 통합: 뉴밋 유기농 엑스트라버진 올리브오일 | 반복 2회 / 제목형태 1종 / 신뢰도 보통
뉴밋올리브오일,뉴밋 유기농 엑스트라버진 올리브오일,뉴밋,오일,올리브,,,,,,,확정,Y,,,표준명 통합: 뉴밋 유기농 엑스트라버진 올리브오일 | 반복 2회 / 제목형태 1종 / 신뢰도 보통
[방송에서만세일]유기농 엑스트라버진 올리브오일 피쿠알 14박스 | 원산지 : 상품정보 참조,뉴밋 유기농 엑스트라버진 유기농오일 피쿠알 100%,뉴밋,올리브유,올리브유,,,,,,,confirmed,Y,create_new,2026-08-25T13:22:05+09:00,
뉴온 시서스 필 다이어트,뉴온 시서스 필 다이어트,뉴온,시서스추출물,시서스,건강식품,개별인정형원료,시서스추출물,,,Y,confirmed,Y,update_product,2026-08-31T17:43:44+09:00,반복 3회 / 제목형태 2종 / 신뢰도 높음
시서스 필 다이어트,뉴온 시서스 필 다이어트,뉴온,시서스추출물,시서스,건강식품,개별인정형원료,시서스추출물,,,Y,confirmed,Y,update_product,2026-08-31T17:43:44+09:00,반복 2회 / 제목형태 1종 / 신뢰도 보통
트리플 콘드로이친 1200+MBP(12박스),뉴온 트리플 콘드로이친 1200,뉴온,음료베이스,콘드로이친,,,,,,,confirmed,Y,create_new,2026-08-25T15:43:40+09:00,
[대상웰라이프] T[직][더블]뉴케어 구수한맛 밸런스업 총 144팩 (230ml X 24팩 X 6박스),뉴케어 구수한맛 밸런스업 완전균형영양식,뉴케어,균형영양조제식품,단백질,,,,,,,confirmed,Y,link_existing,2026-08-25T15:11:32+09:00,
[방송에서만]뉴케어 구수한맛 밸런스업 144팩,뉴케어 구수한맛 밸런스업 완전균형영양식,뉴케어,균형영양조제식품,단백질,,,,,,,confirmed,Y,link_existing,2026-08-25T17:43:09+09:00,
대상 뉴케어1,뉴케어 구수한맛 밸런스업 완전균형영양식,뉴케어,균형영양조제식품,단백질,,,,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T16:40:20+09:00,
(방송에서만) 뉴케어 당플랜 코어 144팩 + 당플랜 안심바 36개,뉴케어 당플랜 코어 호두맛,뉴케어,당뇨환자용영양조제식품,단백질,일반식품,특수의료용도식품,당뇨환자용영양조제식품,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T10:48:49+09:00,
164 루테인지아잔틴GR 15개월분,뉴트리원 루테인지아잔틴 GR,뉴트리원,루테인지아잔틴복합추출물,루테인,건강식품,개별인정형원료,루테인지아잔틴복합추출물,,,Y,confirmed,Y,update_product,2026-08-31T17:38:17+09:00,
뉴트리원 이병헌 루테인지아잔틴164 GR,뉴트리원 이병헌 루테인지아잔틴164 GR,뉴트리원,건강식품/눈건강,루테인/카로티노이드,,,,,,,확정,Y,,,반복 2회 / 제목형태 2종 / 신뢰도 보통
(총 13박스) 뉴트리원 카무트®브랜드밀효소 골드 S_12박스 + 1박스,뉴트리원 카무트®브랜드 밀 효소 골드 S,뉴트리원,효소식품,카무트,,,,,,,confirmed,Y,create_new,2026-08-25T17:11:52+09:00,
[방송에서만] 관절엔 DEM 12개월분,뉴트리코어 관절엔DEM,뉴트리코어,난각막분말(DEM),DEM,건강식품,개별인정형원료,난각막분말(DEM),,,Y,confirmed,Y,update_product,2026-08-31T17:19:28+09:00,
[방송에서만] 관절엔 DEM 디이엠 난각막 12박스(12개월분) | 원산지 : 상품정보 참조,뉴트리코어 관절엔DEM,뉴트리코어,난각막분말(DEM),DEM,건강식품,개별인정형원료,난각막분말(DEM),,,Y,confirmed,Y,update_product,2026-08-31T17:19:28+09:00,
[방송에서만]뉴트리코어 하이퍼셀 코엔자임Q10 맥스 12박스+6박스 더,뉴트리코어 하이퍼셀 코엔자임Q10 맥스,뉴트리코어,코엔자임Q10,코엔자임Q10,건강식품,고시형원료,코엔자임Q10,,,Y,confirmed,Y,update_product,2026-08-31T14:53:23+09:00,
"○방송에서만 뉴트리코어 하이퍼셀 코엔자임 Q10 맥스 18박스(1박스:1,000mgX30캡슐",뉴트리코어 하이퍼셀 코엔자임Q10 맥스,뉴트리코어,코엔자임Q10,코엔자임Q10,건강식품,고시형원료,코엔자임Q10,,,Y,confirmed,Y,update_product,2026-08-31T14:53:23+09:00,
[샤크닌자] 닌자 블렌드보스 텀블러 블렌더 네이비,[샤크닌자] 닌자 블렌드보스 텀블러 블렌더 네이비,,,,,,,,,,exclude,N,exclude_alias,2026-08-25T18:12:50+09:00,
손질전복1,다복 국내산 손질전복,다복,기타수산물가공품,전복,,,,,,,confirmed,Y,link_existing,2026-08-24T16:40:21+09:00,
다움유기농김수경생식,다움 김수경박사의 프리미엄 유기농 생식,다운,생식함유제품,생식,,,,,,,confirmed,Y,create_new,2026-08-25T17:30:48+09:00,
[역대최다구성]다이어트 유산균 9개월분+플러스60포,다이어트 유산균 비에날씬,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,,,Y,confirmed,Y,update_product,2026-08-31T17:21:45+09:00,
[방송에서만]다이어트 유산균 9박스+프로틴 14포+텀블러1개+디라이프 원팟 글라스 에어프라이어 | 원산지 : 상품정보 참조,다이어트 유산균 비에날씬,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,,,Y,confirmed,Y,update_product,2026-08-31T17:21:45+09:00,
[방송에서만]다이어트 유산균 9박스+프로틴 14포+텀블러1개+클라메딕 갈바닉 뷰티디바이스 | 원산지 : 상품정보 참조,다이어트 유산균 비에날씬,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T16:29:18+09:00,
다이어트유산균BNR17 비에날씬프로,다이어트 유산균 비에날씬,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,,,Y,confirmed,Y,update_product,2026-08-31T17:21:45+09:00,
[1등특집] 비에날씬 유산균 36주분+슬림플러스 4주분+EMS 복부마사지기,다이어트 유산균 비에날씬,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T15:06:16+09:00,
비에날씬 프로 비에날퀸 비에날씬 플러스,다이어트 유산균 비에날씬,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T09:34:10+09:00,
(방송에서만)[9+2박스+프라이팬]★NEW 비에날씬 프로★BNR17 다이어트 유산균 비에날씬 프로9박스+슬림플러스2박스+후라이팬,다이어트 유산균 비에날씬 프로,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,,,Y,confirmed,Y,update_product,2026-08-31T17:39:25+09:00,
다이어트 유산균 비에날씬 9박스+플러스 60포,다이어트 유산균 비에날씬 프로,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T16:34:32+09:00,
비에날씬 다이어트유산균,다이어트 유산균 비에날씬 프로,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,manual_admin,1.000,Y,confirmed,Y,update_product,2026-08-31T17:39:25+09:00,
비에날씬 프로 다이어트 유산균(9박스)+상온보관 슬림 3박스(30포)+사은품 EMS 뷰티디바이스,다이어트 유산균 비에날씬 프로,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T17:28:21+09:00,
비에날씬 프로 다이어트 유산균 플러스,다이어트 유산균 비에날씬 프로,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,manual_admin,1.000,Y,confirmed,Y,update_product,2026-08-31T17:39:25+09:00,
비에날씬 프로 프로틴 2주 플러스 글라스 에어프라이,다이어트 유산균 비에날씬 프로,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T09:41:04+09:00,
[비에날씬] ♥전고객 냉온장고♥ 비에날 씬 프로 9개월 + 슬림플러스 3박스 + 휴라이프 냉온장고,다이어트 유산균 비에날씬 프로,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T11:12:31+09:00,
[현대단독] 패밀리세트 비에날씬 프로 12박스+비에날퀸 1박스+비에날씬 플러스 1박스,다이어트 유산균 비에날씬 프로,비에날씬,BNR17,BNR17,건강식품,개별인정형원료,BNR17,,,Y,confirmed,Y,update_product,2026-08-31T17:39:25+09:00,
다이어트 유산균 프로틴14포 날개없는선풍기,다이어트 유산균 프로틴14포 날개없는선풍기,,유산균,유산균,,,,,,,확정,Y,,,반복 3회 / 제목형태 1종 / 신뢰도 높음
이시형 박사의 인생 마그네슘 영양제,닥터루템 이시형 박사의 인생 마그네슘 영양제,닥터루템,무기질,마그네슘,건강식품,영양성분,무기질,,,Y,confirmed,Y,update_product,2026-08-31T14:41:55+09:00,표준명 통합: 이시형 박사의 인생 마그네슘 | 반복 7회 / 제목형태 3종 / 신뢰도 높음
닥터루템_알부민,닥터루템 이시형박사의 알부민 플래티넘,닥터루템,혼합음료,알부민,,,,,,,confirmed,Y,create_new,2026-08-25T17:47:30+09:00,
[최저가][방송에서만] 이시형 박사의 알부민 플래티넘 3박스+3박스 (180병) | 원산지 : 상품정보 참조,닥터루템 이시형박사의 알부민 플래티넘,닥터루템,혼합음료,알부민,,,,,,,confirmed,Y,link_existing,2026-08-25T17:59:45+09:00,
관절엔 콘드로이친,닥터린 콘드로이친 1200 콘레이티 +MBP,닥터린,당류가공품,콘드로이친,일반식품,당류,당류가공품,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T09:20:45+09:00,
[50%SALE]콘드로이친 1200 콘레이티+MBP 12개월분,닥터린 콘드로이친 1200 콘레이티 +MBP,닥터린,당류가공품,콘드로이친,일반식품,당류,당류가공품,,,Y,confirmed,Y,update_product,2026-09-01T09:12:31+09:00,
