match_keyword,standard_product_name,brand,product_group,main_ingredient,category_major,category_middle,category_sub,classification_source,classification_score,manual_lock,review_status,enabled,admin_action,admin_updated_at,note
☆방송에서만 디스펜서+2병 더!☆카사베르디 유기농 레드와인 비니거 6병+2병+전용 용기,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
"★방송에서만★ 박준면의 김치이야기 포기김치 7kg, 총각김치 1kg",,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
○방송에서만 반값세일 딱좋아 석류 콜라겐 스틱,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
★방송에서만★ 제스프리 골드키위 대과 총 2.9kg,,,,,,,,pending,,N,확인필요,N,,,2026-08-29 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
♥방송에서만 체험분 3팩♥ 홍성호 울릉도 마가목 흑염소진액 프리미엄,,,,,,,,,,,확인필요,N,,,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
♥방송에서만 ♥하이뮨 케어메이트 검은깨맛 108팩,,,,,,,,pending,,N,확인필요,N,,,2026-09-05 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
방송에서만 한박스더 한국인의 두유 유기농 국산 서리태 콩물두유 10팩*6박스 총 60팩,,,,,,,,pending,,N,확인필요,N,,,2026-09-01 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
백년농가 유기농 상황버섯 쌀 20봉,,,,,,,,,,,확인필요,N,,,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
백종원본가LA갈비,,,,,,,,pending,,N,확인필요,N,,,2026-09-03 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
뱅어포1,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
법성포참맛굴비 특장대 80gx30마리,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
베르도르팜 100% 유기농 하스카프베리 10팩,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
베리솔 더 콜라겐 구미 32팩,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
베리솔 더 콜라겐 구미 제로 42주분,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
베리솔 더 콜라겐구미 클래식 16주,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
베키아에누보 바질모짜2팩 +바질토마토치즈2팩 +올리브치아바타1팩 +크리미머쉬룸바게트1팩 /총23개 | 원산지 : 상품정보 참조,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
베키아에누보샌드위치 +치아바타8개/총20개,,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
벨기에 유산균+다이어트 트리플러스 12박스,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
병어 300g내외x10팩 총 20마리,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
보리농부 저당 찰보리빵 28g*80개,,,,,,,,,,,확인필요,N,,,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
보리농부 저당 찰보리빵 80개,,,,,,,,pending,,N,확인필요,N,,,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
보리새우1,,,,,,,,pending,,N,확인필요,N,,,2026-09-01 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
★본품 2박스 더!★ 덴프스 트루바이타민 Choice UP 12박스+2박스,,,,,,,,,,,확인필요,N,,,2026-08-29 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
★본품 최다! 4박스 더★ 여에스더 리포좀 NMN 파이토에스 울트라 X 16개월분,,,,,,,,,,,확인필요,N,,,2026-08-29 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
부케 커트러리 by 까사무띠 4인조 30p 세트,,,,,,,,pending,,N,확인필요,N,,,2026-09-01 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
북부농협 하성벌꿀 500gx5병,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
북해도 단풍/눈꽃 하이라이트 4일,,,,,,,,,,,확인필요,N,,,2026-08-23 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
비비고 만두 7종 16봉,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
빅마마 국내산 참돔 400g x 8미,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
빅마마 이혜정 포기김치 8.5kg+총각김치 2kg+깻잎김치 0.5kg,,,,,,,,pending,,N,확인필요,N,,,2026-09-03 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
빅마마 이혜정의 꽉 채운 삼계탕 1.2kg x 8팩,,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
빅마마 이혜정의 꽉찬 수제영양밥 18팩+전복바다영양밥 8팩,,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
빅마마 이혜정의 아주 맛있는 순살갈비탕 8팩,,,,,,,,pending,,N,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
"빅마마 이혜정의 아주 맛있는 진 우삼겹 150g*13팩, 총 1.95kg",,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
"빅마마 이혜정의 한우갈비찜 500g*6팩, 총 3kg",,,,,,,,pending,,N,확인필요,N,,,2026-09-05 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
빅마마_시크릿코인,,,,,,,,,,,확인필요,N,,,2026-08-21 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
빅마마소갈비찜,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
빅마마참굴비,,,,,,,,,,,확인필요,N,,,2026-08-30 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
뼈엔 엠비피 MBP 6개월분,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
산들바람 진도 찰흑미 800gx6봉,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
"산들앤 달코미 세척 햇사과 2 box, 총 6kg",,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
산지애 햇사과 8.1kg,,,,,,,,pending,,N,확인필요,N,,,2026-09-04 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
산지애 홍로 사과 6kg,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
산지애 홍로 사과 9kg,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
삼원가든 얼큰 육개장 350g x13팩,,,,,,,,pending,,N,확인필요,N,,,2026-09-06 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
삼육_두유,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
삼육두유 더블랙 60팩,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
삼육두유세트 1,,,,,,,,,,,확인필요,N,,,2026-08-22 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
상황버섯쌀 2부,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
상황버섯쌀 3부,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
새싹삼 고추장굴비 200g × 6병,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
새우표 완도파래김 조미김 15봉+ 무조미김 15봉,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
샐러디 고단백 저당 두부 부리또 12봉+4봉,,,,,,,,,,,확인필요,N,,,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
샘트리 촉촉한 맛병아리콩 100봉,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
서리태 또콩 생청국장알 60봉,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
서산 이창희 생강청,,,,,,,,,,,확인필요,N,,,2026-08-29 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
설악추어탕450g×12팩,,,,,,,,pending,,N,확인필요,N,,,2026-09-04 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
소팔소곱창 호주와규 곱창구이 3종 모둠세트,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
손질갑오징어1,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
손질전복2,,,,,,,,,,,확인필요,N,,,2026-08-23 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
솔닙 국내산 특등급 민둥산 잣 세트,,,,,,,,pending,,N,확인필요,N,,,2026-09-05 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
송영옥 전통장 연구가의 소고기 고추장 세트,,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
송완숙 갓김치 총 4kg,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
송완숙 장인의 여수 갓김치 2kg+2kg+2kg + 총각김치 1.5kg / 총 7.5kg,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
송훈 셰프의 연본 부세 보리굴비 8미 960g,,,,,,,,pending,,N,확인필요,N,,,2026-09-03 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
★쇼리★ 롯데호텔 미국산 프라임 LA갈비,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
수제직화무뼈닭발 150g x 5팩 + 수제직화돼지껍데기 150g x 2팩,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
슈퍼그린 5박스 + 슈퍼레드 5박스,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
스페셜 견과 루비에디션 4+2박스,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
스페인 완제품 직수입 올리브오일 1L 1병,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
스페인착즙주스1등 돈시몬 100%토마토주스 200ml*60팩,,,,,,,,pending,,N,확인필요,N,,,2026-09-01 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
"시그니처 갈비만두 4봉+왕교자 4봉+진한 김치만두 4봉+청양고기만두 2봉+샤오롱바오 2봉, 총16봉",,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
신규중소기업특화프로그램1,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
신덕재 명인의 쫄깃두부면 총20팩,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
신세계 베키아에누보 치아바타 총24개,,,,,,,,,,,확인필요,N,,,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
*신세계 * 에버콜라겐 레티놀A +미니2병 까지!,,,,,,,,pending,,N,확인필요,N,,,2026-08-29 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
신세계푸드 호주산 LA갈비 꽃갈비 원육 2.5kg,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
신세계푸드 호주산 LA갈비 꽃갈비 원육 5kg,,,,,,,,pending,,N,확인필요,N,,,2026-09-06 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
신토불이 국내산 자연산 손질 문어 130gx9팩,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
신화당제과 우리쌀전병 9박스 +3박스,,,,,,,,pending,,N,확인필요,N,,,2026-09-03 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
심플바이오 루테인지아잔틴아스타잔틴 6+3박스,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
심플바이오 마그네슘 60정x6병,,,,,,,,,,,확인필요,N,,,2026-08-23 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
심플바이오 비타민B 60정x6병,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
심플바이오 비타민C 500 60정x6병,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
심플바이오 비타민D 2000IU 3개월분x4병,,,,,,,,,,,확인필요,N,,,2026-08-23 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
쓰리핏유산균다이어트 6+3개월분 +콜라겐스틱 1박스,,,,,,,,pending,,N,확인필요,N,,,2026-09-06 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
아워홈 온더고 미식가패키지 6종x2팩 +온더고 1팩,,,,,,,,,,,확인필요,N,,,2026-08-23 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
아이원30 루테인지아잔틴 아스타잔틴3012 12개월,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
아이클타임 키성장 에프지오 FGO 6박스 + 멀티비타민밸런스3박스,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
아임피쉬 가시바른 국내산 순살 고등어 15팩,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
"아임피쉬 가시바른 순살 볼락 5팩 X 6세트 , 총 3kg",,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
■ 아티키 그릭 다크 브라운 포레스트 허니 8병+ 스틱120개,,,,,,,,pending,,N,확인필요,N,,,2026-09-03 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
안국알부민,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
안국약품 토비콤 루테인지아잔틴 플러스 12+3박스,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
안동간고등어 특대 140g * 18팩,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
안동간고등어 특대 140gx17팩,,,,,,,,pending,,N,확인필요,N,,,2026-09-06 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
안동명가 포기김치8k+총각김치2k+열무얼갈이김치1k,,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
안동제비원 장류세트,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
안동특산물 이동삼 안동 간고등어 대 100gx28팩,,,,,,,,pending,,N,확인필요,N,,,2026-08-29 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
안문숙 포기김치 10kg+석박지 1kg 추가,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
안유성 명장의 가매 일품 양념장어구이 세트,,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
알토란 포기김치 5kg + 보리열무물김치 2kg + 파김치 1kg / 총8kg | 원산지 : 상품정보 참조,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
액티브 프로 10박스 +보틀2개,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
약과1,,,,,,,,pending,,N,확인필요,N,,,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
양평서울 한우해장국 700g x 10팩,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
양평서울해장국큰아들집 양평서울 한우해장국 700gx8팩,,,,,,,,pending,,N,확인필요,N,,,2026-09-05 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
에버콜라겐 GPH 콜라겐 레티놀A 19병 + 미니2병,,,,,,,,pending,,N,확인필요,N,,,2026-09-01 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
엑스트라버진 올리브오일 500ml 4+1병,,,,,,,,pending,,N,확인필요,N,,,2026-09-04 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
여에스더 PS 포스파티딜세린 10박스 + 블루베리퓨레 1박스,,,,,,,,pending,,N,확인필요,N,,,2026-09-05 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
여에스더 다이어트 유산균 6박스 + 카무트효소1박스,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
여에스더 리포좀 NMN 파이토에스 울트라X 1박스,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
여에스더 리포좀 NMN 파이토에스 울트라X 6박스,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
여에스더 리포좀 글루타치온 다이렉트 울트라12x 12박스+1박스,,,,,,,,pending,,N,확인필요,N,,,2026-09-03 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
여에스더 리포좀 글루타치온 다이렉트 울트라12x 6박스,,,,,,,,pending,,N,확인필요,N,,,2026-09-03 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
여에스더 마그네슘 10개월분+컬리케일,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
여에스더 콘드로이친 뮤코다당단백 10박스+유기농 엑스트라버진 올리브유 1박스,,,,,,,,pending,,N,확인필요,N,,,2026-09-01 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
여에스더 포스파티딜세린 5개월분+발아 카무트 효소 1박스,,,,,,,,pending,,N,확인필요,N,,,2026-08-30 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
여에스더 포스파티딜세린 5개월분+유기농 엑스트라버진 올리브유 1박스,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
여에스더 포스파티딜세린 5개월분+컬리케일,,,,,,,,pending,,N,확인필요,N,,,2026-09-02 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
영광 백조기 보리굴비 1.4kg내외 10미,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
영광굴비1,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
영광농협 고춧가루 3kg,,,,,,,,,,,확인필요,N,,,2026-08-28 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
영월고춧가루,,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
영월농협 동강마루 청결 고춧가루 500g*8봉,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
영일만친구 마른 오징어 40gx10마리,,,,,,,,pending,,N,확인필요,N,,,2026-09-04 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
영주 홍로사과 2.5kg x 2박스,,,,,,,,pending,,N,확인필요,N,,,2026-08-31 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
오곡&넛츠 버무리 2박스,,,,,,,,pending,,N,확인필요,N,,,2026-09-01 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
오늘제주_은갈치,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
오뗄 규그릴 직화 닭다리살 스테이크 200g x 11팩,,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
오뗄닭다리살스테이크1,,,,,,,,pending,,N,확인필요,N,,,2026-08-30 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
오라틱스잇몸유산균,,,,,,,,,,,확인필요,N,,,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
오리진 캐나다 야생 블루베리 100% 10박스+2박스,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
오월식당 부세보리굴비 120g x 8팩,,,,,,,,,,,확인필요,N,,,2026-08-27 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
오직 견과로만 100% 프리미엄 웰너츠 하루견과 2 박스 x 30봉,,,,,,,,pending,,N,확인필요,N,,,2026-09-01 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
오트론 엑스트라버진 올리브오일 1L x 3병,,,,,,,,pending,,N,확인필요,N,,,2026-09-03 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
온미랑 반건조 피데기 오징어 20마리,,,,,,,,,,,확인필요,N,,,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
온작 이영자의 소곱창전골 800g 8팩,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
온작이영자의 뼈 없는 감자탕 400g x 13팩,,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
